v1,v2,,,
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",,,
not spam,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,,,
not spam,Yo guess what I just dropped,,,
not spam,Carlos says he'll be at mu in  &lt;#&gt;  minutes,,,
not spam,I'm in office now . I will call you  &lt;#&gt;  min:),,,
not spam,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",,,
not spam,"Yun ah.the ubi one say if ï¿½_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.ï",,,
not spam,Ugh. Gotta drive back to sd from la. My butt is sore.,,,
not spam,26th OF JULY,,,
not spam,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,,,
not spam,Up to ï¿½_... ï¿½ï¿½ wan come then come lor... But i din c any stripes sk,,,
not spam,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,
not spam,"I can't, I don't have her number!",,,
not spam,Change again... It's e one next to escalator...,,,
not spam,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,,,
not spam,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,,,
not spam,Then ï¿½_ wait 4 me at bus stop aft ur lect lar. If i dun c ï¿½_ then i go get my car then come back n pick,,,
not spam,"Aight will do, thanks again for comin out",,,
not spam,No..but heard abt tat..,,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed ï¿½ï¿½1000 cash or ï¿½ï¿½500,,,
not spam,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,,,
not spam,&lt;#&gt;  am I think? Should say on syllabus,,,
not spam,Umma. Did she say anything,,,
not spam,Give me a sec to think think about it,,,
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,,,
not spam,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,,,
not spam,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",,,
not spam,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",,,
not spam,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,,,
not spam,"I just got home babe, are you still awake ?",,,
not spam,I dunno they close oredi not... ï¿½ï¿½ v ma fa,,,
not spam,Just buy a pizza. Meat lovers or supreme. U get to pick.,,,
not spam,"Ya, told..she was asking wats matter?",,,
not spam,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,,,
not spam,Shall i send that exe to your mail id.,,,
not spam,Nope watching tv at home... Not going out. V bored...,,,
not spam,Don know..wait i will check it.,,,
not spam,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",,,
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,,,
not spam,We still on for tonight?,,,
not spam,May i call You later Pls,,,
not spam,Hasn't that been the pattern recently crap weekends?,,,
not spam,I have a sore throat. It's scratches when I talk,,,
not spam,Yes da. Any plm at ur office,,,
not spam,Are you not around or just still asleep? :V,,,
not spam,"Lol you forgot it eh ? Yes, I'll bring it in babe",,,
not spam,"Its good, we'll find a way",,,
not spam,Can not use foreign stamps in this country. Good lecture .,,,
not spam,Yup bathe liao...,,,
not spam,HAPPY NEW YEAR MY NO.1 MAN,,,
not spam,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",,,
not spam,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,,,
not spam,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",,,
not spam,"No my blankets are sufficient, thx",,,
not spam,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",,,
not spam,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)"""
not spam,They just talking thats it de. They wont any other.,,,
not spam,Today am going to college so am not able to atten the class.,,,
not spam,I'm in class. Will holla later,,,
not spam,Easy ah?sen got selected means its good..,,,
not spam,Mmm thats better now i got a roast down me! iï¿½ï¿½d b better if i had a few drinks down me 2! Good ind,,,
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",,,
not spam,"Come round, it's . ",,,
not spam,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",,,
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",,,
not spam,I walked an hour 2 c u! doesnï¿½ï¿½t that show I care y wont u believe im seri,,,
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,,,
not spam,Are you available for soiree on June 3rd?,,,
not spam,Do u noe wat time e place dat sells 4d closes?,,,
not spam,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",,,
not spam,Jay's getting really impatient and belligerent,,,
not spam,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,,,
not spam,I'm at work. Please call,,,
not spam,Then u drive lor.,,,
not spam,Ard 515 like dat. Y?,,,
not spam,Tell me they're female :V how're you throwing in? We're deciding what all to get now,,,
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN ï¿½ï¿½100 Cash WKENT/150,,,
not spam,I'm working technical support :)voice process.networking field.,,,
not spam,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,,,
not spam,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,,,
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,,,
not spam,"That's fine, I'll bitch at you about it later then",,,
not spam,No my mum went 2 dentist.,,,
not spam,Once free call me sir. I am waiting for you.,,,
not spam,Meeting u is my work. . . Tel me when shall i do my work tomorrow,,,
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,,,
not spam,Jus finish bathing...,,,
not spam,"alright, I'll make sure the car is back tonight",,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a ï¿½ï¿½800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs ,,,
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,,,
not spam,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,,,
not spam,Aight ill get on fb in a couple minutes,,,
not spam,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,,,
not spam,Where can download clear movies. Dvd copies.,,,
not spam,"Yep, by the pretty sculpture",,,
not spam,Convey my regards to him,,,
not spam,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,,,
not spam,You tell what happen dont behave like this to me. Ok no need to say,,,
not spam,Can u get pic msgs to your phone?,,,
not spam,Send to someone else :-),,,
not spam,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
not spam,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,,,
not spam,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",,,
not spam,I don't think he has spatula hands!,,,
not spam,You can never do NOTHING,,,
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p pï¿½ï¿½,,,
not spam,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,,,
spam,WIN URGENT! Your mobile number has been awarded with a ï¿½ï¿½2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150,,,
not spam,Please da call me any mistake from my side sorry da. Pls da goto doctor.,,,
not spam,Where r we meeting?,,,
not spam,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",,,
not spam,Now only i reached home. . . I am very tired now. . I will come tomorro,,,
not spam,Ryder unsold.now gibbs.,,,
spam,Dear Subscriber ur draw 4 ï¿½ï¿½100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 8,,,
not spam,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,,,
not spam,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,,,
not spam,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,,,
not spam,You busy or can I come by at some point and figure out what we're doing tomorrow,,,
not spam,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",,,
not spam,Black shirt n blue jeans... I thk i c ï¿½_.,,,
not spam,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,,,
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,,,
not spam,on hen night. Going with a swing,,,
not spam,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",,,
not spam,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,,,
