Num,Networth Next Year,Total assets,Net worth,Total income,Change in stock,Total expenses,Profit after tax,PBDITA,PBT,Cash profit,PBDITA as % of total income,PBT as % of total income,PAT as % of total income,Cash profit as % of total income,PAT as % of net worth,Sales,Income from financial services,Other income,Total capital,Reserves and funds,Deposits (accepted by commercial banks),Borrowings,Current liabilities & provisions,Deferred tax liability,Shareholders funds,Cumulative retained profits,Capital employed,TOL/TNW,Total term liabilities / tangible net worth,Contingent liabilities / Net worth (%),Contingent liabilities,Net fixed assets,Investments,Current assets,Net working capital,Quick ratio (times),Current ratio (times),Debt to equity ratio (times),Cash to current liabilities (times),Cash to average cost of sales per day,Creditors turnover,Debtors turnover,Finished goods turnover,WIP turnover,Raw material turnover,Shares outstanding,Equity face value,EPS,Adjusted EPS,Total liabilities,PE on BSE
842,309,580.6,156.4,902.4,34.3,916.4,20.3,59.8,31.3,40.1,6.63,3.47,2.25,4.44,13.66,902.2,,0.2,66.8,91.4,,301.9,80.4,40.1,156.4,145.2,458.3,2.43,1.02,3.71,5.8,244.9,1.9,321.8,99,0.89,1.44,1.93,0.03,2.52,11.68,4.63,26.71,10.92,21.33,6678000,10,2.99,2.99,580.6,NA
843,116,336.5,107,515.5,10.4,514.7,11.2,63.9,17.7,47.9,12.4,3.43,2.17,9.29,10.81,515,,0.2,42.1,64.9,,191.1,28.9,9.5,107,55,298.1,2.01,1.37,0.28,0.3,162.4,,153.9,80.3,1.25,2.09,1.79,0.05,2.63,17.16,7.45,18.93,17.45,7.21,4210800,10,2.59,2.59,336.5,NA
844,2243.7,2843.7,1826.7,4380.7,12.8,3909.2,484.3,716.6,576.2,552.8,16.36,13.15,11.06,12.62,0,4301,17.8,0.5,31.2,1795.5,,75.5,865.7,75.8,1826.7,1464.1,1902.2,0.19,0,0.86,15.7,694.1,,1257.6,363.2,1.09,1.41,0.04,0.21,17.45,NA,NA,NA,NA,NA,3120000,10,154.62,154.62,2843.7,NA
845,40.6,66.5,30.1,96.8,0.3,107.3,-10.2,-6.9,-10.2,-6.9,-7.13,-10.54,-10.54,-7.13,0,96.8,,,79.9,-49.7,,,36.3,,30.1,-49.8,30.1,1.1,0,46.84,14.1,19.5,,45.8,9.5,1.2,1.26,0,0.13,15.36,3.58,4.35,139.31,22.31,117.29,8000000,10,-1.27,-1.27,66.5,-1.65
846,2773.6,4018.9,2185.5,9601,9.9,8873,737.9,933.1,796.4,808.6,9.72,8.29,7.69,8.42,37.04,9475,80.4,0.3,580,1605.5,,640.3,1108.2,84.9,2185.5,2160.5,2825.8,0.73,0,19.44,424.9,891.1,290.9,1809.6,94.1,0.4,1.05,0.29,0.11,7.35,7.89,21.74,21.12,13.51,10.46,58000000,10,12.37,1.24,4018.9,19.65
847,-3,60.9,10.3,41.6,0.7,43.3,-1,3.2,0,-0.1,7.69,0,-2.4,-0.24,-8.55,40.3,,,24.5,-0.7,,18.1,17.1,1.9,10.3,8.1,28.4,3.41,0.5,3.88,0.4,49.2,1.2,8.1,-21.9,0.11,0.27,1.76,0.02,6.45,4.83,21.21,7.17,8.92,5,NA,NA,0,0,60.9,NA
848,81.1,458.6,52.9,536.7,8.2,535.5,9.4,82.3,17.4,52.8,15.33,3.24,1.75,9.84,19.6,533.2,1.1,,80.3,-27,,238.4,144.3,22.6,52.9,-64.6,291.3,7.14,3.27,0,,226.1,0.2,204.1,27.9,0.31,0.97,4.51,0.04,6.77,13.31,10.3,24.75,16.94,2.21,8172360,10,-1.49,-1.49,458.6,-7.1
849,66.8,399.3,64.4,288.2,4,261.4,30.8,75.6,52.7,57.9,26.23,18.29,10.69,20.09,62.79,287.7,0.5,,30,34.5,,253.9,61.7,19.2,64.4,34.4,318.3,4.84,2.98,24.53,15.8,219.2,,69.7,-36.4,0.1,0.56,3.94,0.04,7.73,13.18,33.45,35.15,35.84,3.58,3000000,10,10.27,10.27,399.3,NA
850,1042.3,2324.9,865.3,2480.8,139.7,2416.4,204.1,439.4,248.1,300.9,17.71,10,8.23,12.13,40.07,2475.9,0.9,4,494.4,526.9,,875.7,383.2,44.7,1000.3,175.3,1876,1.43,0.68,4.54,39.3,1016.5,2.6,1155.7,485.8,1,1.73,1.17,0.14,16.43,10.03,6.48,15.84,5.46,3.21,12500000,10,16.33,1.63,2324.9,19.51
851,8.9,8.9,8.9,0.4,,0.4,0,0.4,0,0.4,100,0,0,100,0,,,,17.5,-8.6,,,,,8.9,6.6,8.9,0,0,0,,,,2.2,2.2,,,0,,,0,0,,,0,1750000,10,-0.23,-0.23,8.9,NA
852,147.8,180.9,128.8,238.1,-14.4,205.4,18.3,31.3,24.6,20.7,13.15,10.33,7.69,8.69,14.96,238,0.1,,40,88.8,,38.7,13.4,,128.8,108.3,167.5,0.36,0.3,0,,24.3,2.4,116.3,103,7.37,8.74,0.3,0.11,2.62,7.97,2.19,,7.42,6.66,3996040,10,4.6,4.6,180.9,NA
853,62.5,227.7,57.2,560.3,10.1,561.8,8.6,26.2,10,13.2,4.68,1.78,1.53,2.36,16.51,555.7,,4.6,28,29.2,,92.1,76.8,1.6,57.2,29.2,149.3,2.91,0.19,0,,73,0.4,144.4,-11.1,0.3,0.93,1.61,0.05,5.7,7.47,17.98,13.48,13.2,7.96,280000,100,30.71,30.71,227.7,NA
854,99.3,285.1,98.7,494.9,19.8,514.3,0.4,17.7,1.3,12.5,3.58,0.26,0.08,2.53,0.41,494.5,0.3,,69.7,75.7,,74.3,49.6,15.8,118.7,38.5,193,1.23,0.18,0.3,0.3,125.4,,144.1,37.5,0.57,1.35,0.96,0.03,2.62,12.28,8.93,17.06,4.65,25.86,5382583,10,0.07,0.07,285.1,524.8
855,-3.6,50.6,1.2,16.8,-1.8,24,-9,1.3,-9,-2.7,7.74,-53.57,-53.57,-16.07,0,16.7,,,22.3,-20.1,,46.5,1.9,,1.2,-21.1,47.7,40.33,31.75,0,,34.7,,13.1,2.8,0.63,1.27,38.75,0.04,6.85,NA,NA,NA,NA,NA,NA,NA,0,0,50.6,NA
856,9593.3,8378.8,5616.8,1600.3,6,1601,5.3,243.5,9.6,134,15.22,0.6,0.33,8.37,0.1,1371.8,160.2,59.7,354.1,5285.9,,2080.4,548.7,109.7,5616.8,3827.7,7697.2,0.43,0.33,48.19,2706.9,596.5,6454.5,483.6,-294.2,0.47,0.62,0.37,0.09,19.66,3.91,5.58,178.04,36.08,8.99,27248560,10,2.21,0.44,8378.8,229.69
857,63.3,64.6,63.7,,,0.3,-0.3,0,-0.3,-0.3,,,,,-0.47,,,,12.1,27.9,,,0.9,,63.7,-0.3,63.7,0.01,0,0,,,64,0.6,-0.3,0.22,0.67,0,0.22,,0,0,0,0,0,NA,NA,0,0,64.6,NA
858,262.4,460.1,250.5,535,38.1,550.4,22.7,62.4,37.2,42.7,11.66,6.95,4.24,7.98,9.43,533.1,0.1,0.3,16.9,233.6,,41.9,146.6,21.1,250.5,246.1,292.4,0.45,0,4.71,11.8,135.4,10.1,176.5,-12,0.51,0.94,0.17,0,0.15,5.87,4.85,177.77,8.92,13.98,1690000,10,13.43,13.43,460.1,NA
859,148.1,232.1,101.7,319.6,-6.1,287.8,25.7,58.4,41.9,36.6,18.27,13.11,8.04,11.45,27.9,318.9,0.7,,37.6,64.1,,47.7,70.7,12,101.7,64.1,149.4,0.95,0.12,0.2,0.2,79.3,,102,-5.5,0.55,0.95,0.47,0.02,2.19,5.31,5.68,21.7,9.45,7.55,3758000,10,6.95,6.95,232.1,7.49
860,85.7,289.5,70.7,483.9,-3.1,466.7,14.1,48.6,16.5,38.3,10.04,3.41,2.91,7.91,22.24,481.9,1.2,0.8,77.2,-6.5,,89.4,127.7,1.7,70.7,-9.5,160.1,3.03,0.67,60.54,42.8,93.8,,168.8,-0.4,0.78,0.99,1.26,0.07,9.71,3.96,5.05,42.59,24.51,10.47,7721624,10,1.83,1.83,289.5,7.45
861,4.5,21.9,4.3,36.2,0.4,36.1,0.5,1.8,0.6,1.1,4.97,1.66,1.38,3.04,12.05,35.9,0.3,,2.3,2.2,,5.8,11.4,0.2,4.3,2,10.1,4,1.35,0,,6.9,2.2,12.1,0.7,0.88,1.06,1.35,0.16,18.83,2.41,6.08,12.76,9.85,,NA,NA,0,0,21.9,NA
862,27.3,105.5,27.3,110.4,11.6,125.2,-3.2,1.4,-2.8,-1.7,1.27,-2.54,-2.9,-1.54,-11.57,110.4,,,22.5,4.8,,22.6,55.6,,27.3,-4.8,49.9,2.86,0.33,0,,5.5,,93.2,25.6,0.55,1.38,0.83,0.03,6.3,3.01,3.48,5.92,5.95,3.28,NA,NA,0,0,105.5,NA
863,2500.2,3239.7,2111.4,3449.2,,3147.2,302,454.3,410,311.6,13.17,11.89,8.76,9.03,17.24,3442.8,4.7,1.7,200.6,1910.8,,498.9,516,113.4,2111.4,1247.5,2610.3,0.45,0.15,13.72,289.7,939,4.9,2108.2,1399.1,2.26,2.97,0.24,0.07,6.13,8.07,2.7,10.78,9.29,0,200630000,1,1.53,1.53,3239.7,NA
864,15.1,80.6,13.8,84,3,84.9,2.1,14,3.6,6.9,16.67,4.29,2.5,8.21,16.03,83.8,0.2,,11.8,2.2,,51,10,5.6,13.8,2,64.8,4.28,2.3,0,,37.9,,37.2,8.2,0.51,1.27,3.7,0.04,5.48,6.26,6.55,5.72,5.86,5.74,740450,10,3.38,3.38,80.6,NA
865,28.1,53.4,18,89.3,0,86.2,3.1,10.6,5.7,5.7,11.87,6.38,3.47,6.38,17.22,84.3,0.5,3.3,6,12,,10.2,23.2,2,18,12,28.2,1.41,0.24,10,1.8,10.5,0.9,33.3,4.2,0.86,1.14,0.57,0.05,7.26,4.17,3.62,13.03,6.57,5.7,NA,NA,0,0,53.4,NA
866,13.1,25.8,5.6,61.7,2,60.5,3.2,6.7,5.8,3.3,10.86,9.4,5.19,5.35,57.14,60.7,0.1,0.3,1.5,4.1,,,19.8,0.4,5.6,4.1,5.6,2.98,0,55.36,3.1,3.1,,19.6,-0.2,0.83,0.99,0,0.16,20.46,3.54,4.6,,19.64,28.67,NA,NA,0,0,25.8,NA
867,26,27.2,20.7,17.9,0,15.3,2.6,3.4,2.6,2.8,18.99,14.53,14.53,15.64,13.27,17.8,,0.1,0.7,20,,4.6,1.9,,20.7,19.3,25.3,0.26,0.15,220.77,45.7,23,0.6,3.2,0.1,0.59,1.03,0.22,0.59,32.5,33.43,59.33,9.83,12.8,2.32,325000,5,8,8,27.2,NA
868,103.5,286.5,80,511.2,-2.2,494.7,14.3,50.8,15.5,28,9.94,3.03,2.8,5.48,19.05,508.3,,2.9,52,28.7,,130.2,60.5,15.1,80,28,210.2,2.25,0.51,0,,86.1,0.2,163,17.3,0.71,1.12,1.63,0.05,5.62,8.09,5.8,18.41,12.85,12.91,5200000,10,2.75,2.75,286.5,NA
869,2981.3,3276.8,2481.8,4290.2,-16.8,3563.5,709.9,1162.4,1067.8,807.4,27.09,24.89,16.55,18.82,31.95,4183.9,70.2,7.5,168.6,2313.2,,,708.1,86.9,2481.8,2255.6,2481.8,0.18,0,4.25,105.5,465.3,1252.8,1349.5,648.3,1.47,1.92,0,0.7,52.56,10.45,8.06,8.01,4.09,7.04,16861224,10,43.17,43.17,3276.8,12.99
870,28.3,103.2,26.7,134.9,5.1,137.8,2.2,11.4,3.2,6.9,8.45,2.37,1.63,5.11,8.38,134.6,0.1,0.2,12,14.7,,29.3,42.7,4.5,26.7,11.1,56,2.44,0.23,74.53,19.9,26.8,0.1,62.4,4,0.65,1.07,1.1,0.03,5.25,3.11,3.47,5.35,2.52,4.61,1200000,10,1.83,1.83,103.2,NA
871,13.2,42.2,13.2,55.4,1.6,56.8,0.2,2.8,0.2,2.7,5.05,0.36,0.36,4.87,1.53,55.4,,,16.4,-3.2,,18.2,10.8,,13.2,-3.2,31.4,2.17,0.52,0,,19.7,,19.3,2.7,0.75,1.16,1.38,0.02,2,2.89,2.56,37.01,9,3.92,NA,NA,0,0,42.2,NA
872,533.6,560.2,333,1322.8,66.5,1202.9,186.4,260.3,194.5,234,19.68,14.7,14.09,17.69,83.95,1322.8,,,39.1,288.4,,186.5,39.3,0.9,333,199.6,519.5,0.62,0.08,0,,89.2,51,373.9,173.2,1.01,1.86,0.56,0.06,3.84,42.82,9.71,29.96,9.54,14.8,NA,NA,-0.1,-0.1,560.2,NA
873,685.1,1165.5,667.3,992.6,78.8,1021.4,50,192.7,73.5,156.3,19.41,7.4,5.04,15.75,7.54,929.9,23.7,38.9,243,424.3,,315.1,183.1,,667.3,666.1,982.4,0.68,0.17,0,,213.9,35.2,794.5,412.4,1.05,2.08,0.47,0.81,125.69,7.78,10.5,5.13,4.21,4.09,2430000,100,20.53,20.53,1165.5,NA
874,388.7,1603.4,373.4,2773,2.1,2753.5,21.6,161.9,27.9,65.1,5.84,1.01,0.78,2.35,5.96,2768.1,0.9,3.5,99.8,293.6,,701.1,458.8,50.1,393.4,305.1,1094.5,3.1,0.19,4.53,16.9,290.6,2,1253.4,339.3,0.83,1.37,1.93,0.05,6.76,11.44,3.84,7.12,6.37,10.02,5730003,10,3.68,3.68,1603.4,NA
875,841.8,2035.5,828.1,2000.6,-28.5,1945.8,26.3,237.8,41.3,146.6,11.89,2.06,1.31,7.33,3.18,1995.7,4.1,,114.3,718.9,,782.7,280.3,139.3,828.1,384.3,1610.8,1.26,0.53,31.61,261.8,779.9,16.8,962.7,339.8,1.08,1.55,0.95,0.03,3.24,6.52,3.7,50.68,8.97,7.97,11433333,10,2.3,2.3,2035.5,16.04
876,101,322,96.1,1301.7,-8.3,1286.2,7.2,25,12.4,14.4,1.92,0.95,0.55,1.11,7.79,1297.8,2.9,,31.9,66.7,,56.1,167.3,,96.1,64.2,152.2,2.2,0.04,0,,77.6,,175.9,-43.8,0.23,0.8,0.58,0.23,14.07,10.41,169.65,72.15,71.63,12.87,3194340,10,1.94,1.94,322,NA
877,65.8,110.4,58.1,156.6,1.3,155.3,2.6,14.4,4.1,11,9.2,2.62,1.66,7.02,4.5,156.6,,,32.3,25.8,,32.9,11.2,8.2,58.1,14.7,91,0.7,0.01,26.33,15.3,42.6,4.1,55.7,12,1,1.27,0.57,0.1,11.04,23.31,9.24,36.82,26.5,13.36,3230000,10,0.8,0.8,110.4,9.94
878,52.9,67.4,48.3,81.2,0.5,76.8,4.9,10,8.3,6.5,12.32,10.22,6.03,8,10.69,77,0.5,3.7,14.2,34.1,,1.2,16.7,1.2,48.3,34.1,49.5,0.31,0,0,,8.2,,21.1,3.2,0.79,1.18,0.02,0.2,18.15,7.37,7.3,,54.15,10.65,NA,NA,0,0,67.4,NA
879,11,34,9.1,28,2.6,30.2,0.4,2.2,0.5,0.9,7.86,1.79,1.43,3.21,0,28,,,4.2,1,,14.2,10.6,,9.1,0.9,23.3,2.71,0.6,0,,4.4,,28.6,9.3,0.74,1.48,1.56,0.08,22.21,NA,NA,NA,NA,NA,NA,NA,0,0,34,NA
880,86.1,151.4,84,127.9,5.5,130.1,3.3,19.8,4.1,13.7,15.48,3.21,2.58,10.71,4.21,127.8,0.1,,50.2,33.8,,56.6,6.7,4.1,84,18.7,140.6,0.75,0.11,4.64,3.9,54.4,,83.3,29.3,0.87,1.54,0.67,0.05,7.85,13.3,3.29,63.48,5.46,3.57,5017500,10,0.66,0.66,151.4,12.77
881,26.7,112,24.1,268.8,-0.5,267.1,1.2,5.3,0.9,3.6,1.97,0.33,0.45,1.34,5.11,261.6,1.6,5.6,4.2,33.3,,24.6,49.7,0.2,24.1,23.7,48.7,3.07,0.31,0,,28.8,20.5,51.6,-15.3,0.52,0.77,1.02,0.02,2.19,4.66,8.55,693.43,42.33,14.2,420000,10,2.86,2.86,112,NA
882,56.8,68.7,55.8,36.5,-0.5,33.1,2.9,9.3,5.3,6.5,25.48,14.52,7.95,17.81,5.22,35.9,0.6,,55.6,0.2,,1.5,11,0.4,55.8,0.2,57.3,0.1,0,0.54,0.3,24.3,,36.2,23.9,2.31,2.94,0.03,1.24,184.92,5.15,2.74,4.11,4.22,6.33,4941600,10,0.71,0.07,68.7,11.99
883,-13.1,50.2,9,32.6,2,46.6,-12,-9.8,-11.9,-10.3,-30.06,-36.5,-36.81,-31.6,-80.27,31.7,0.8,0.1,24.5,-15.3,,23.3,16.9,0.8,9,-15.5,32.3,4.36,2.06,112.22,10.1,9.9,,33,11.4,0.43,1.53,2.59,0.25,42.5,2.37,8.34,34.09,23.19,1.16,2447000,10,-4.9,-4.9,50.2,NA
884,386.3,1342.4,285,2272.1,10.3,2180.2,102.2,298.2,155.6,202.2,13.12,6.85,4.5,8.9,41.03,2268.6,0.5,0.6,135.1,186.9,,643.8,303.1,73.5,315,236.3,958.8,3.65,1.64,36.53,104.1,692.9,14.3,428.8,-86.7,0.64,0.83,2.36,0.05,4.37,9.44,8.17,113.62,61.25,17.24,10505064,10,9.51,9.51,1342.4,12.82
885,277.8,588.7,277.8,748.6,25.4,757.4,16.6,67.2,16.6,31.5,8.98,2.22,2.22,4.21,6.16,725.5,0.4,1.2,255.7,31.9,,175.2,125.9,,277.8,-44,453,1.04,0.4,5.72,15.9,268.5,0.5,263.7,77.7,0.78,1.41,0.63,0.04,3.71,6.49,4.69,80.09,19.3,6.65,NA,NA,0,0,588.7,NA
886,15.2,22.8,9,65.5,,65,0.5,3.5,0.9,2.4,5.34,1.37,0.76,3.66,5.75,65.5,,,4.6,4.4,,7,5.7,1.1,9,4.4,16,1.41,0.62,0,,10.4,,11,3.9,1.25,1.55,0.78,0.25,10.3,9.01,8.97,,,16,NA,NA,0,0,22.8,NA
887,1.6,26.3,1.8,51.6,6.8,58.6,-0.2,0.6,-0.4,0.1,1.16,-0.78,-0.39,0.19,-10.53,51.6,,,2.6,-3,,4.2,20.3,,1.8,-3,6,13.61,0.22,16.67,0.3,5.8,0.1,20.2,-3.9,0.47,0.84,2.33,0.03,4.96,5.24,8.9,14.58,2.78,5.03,NA,NA,0,0,26.3,NA
888,2154.6,5775,1948.2,11957.3,283.3,11962.8,277.8,787.1,405.9,574.9,6.58,3.39,2.32,4.81,14.53,11925.1,14.8,6.7,140.5,1806.2,,2012.6,1558.8,255.4,1948.2,1881,3960.8,1.73,0.81,28.61,557.4,2025.8,208.7,2837.3,958.4,0.6,1.51,1.03,0.11,6.69,42.68,12.08,14.01,7.77,8.98,140540120,1,1.98,1.98,5775,10.85
889,195.1,535.7,175.7,601.6,36.5,608.8,29.3,63.1,45.5,55.5,10.49,7.56,4.87,9.23,17.95,598.8,2.3,0.4,160,123.9,,,224.8,27,275.7,45.6,275.7,1.21,0,0.57,1,265.2,,225.6,0.8,0.47,1,0.57,0.11,16.35,3.19,8.68,9.5,9.05,15.79,NA,NA,-0.01,-0.01,535.7,NA
890,215.7,309.7,185,255,4.2,215,44.2,79,67.8,50.3,30.98,26.59,17.33,19.73,26.08,246.6,3.7,4.7,29.7,210.2,,0.1,65.3,4.4,185,181.4,185.1,0.08,0,0,,90.4,,159.8,94.5,1.79,2.45,0,1.13,146.48,6.52,5.68,78.98,8.49,1.97,2970000,10,14.88,14.88,309.7,NA
891,87.3,122.7,60.5,69.2,1,66.5,3.7,5.3,4,4.5,7.66,5.78,5.35,6.5,6.38,66.9,,2.3,56.5,3,,43.7,18.4,,60.5,2.9,104.2,1.03,0.72,0,,100.2,,15.2,-3.2,0.5,0.83,0.72,0.14,14.69,9.23,19.68,88.67,91.47,14,NA,NA,0,0,122.7,NA
892,357.7,803.5,255,3023.3,70.8,2929,165.1,310.8,262.5,176.5,10.28,8.68,5.46,5.84,92.83,3013.9,0.9,6.3,47.9,207.1,,286.3,237.8,24.4,255,215.3,541.3,1.91,0.32,83.14,212,153.2,,578,137,0.65,1.31,1.12,0.1,5.61,18.48,13.83,34.1,21.98,13.48,4785600,10,34.77,13.91,803.5,2.76
893,67.5,76.3,58.2,111,18.7,122.6,7.1,13.9,7.9,12.6,12.52,7.12,6.4,11.35,12.93,109.6,1.2,0.1,46.6,16.1,,1.1,12.5,,62.7,16.1,63.8,0.22,0.02,0.69,0.4,27.3,,48,35.5,1.41,3.84,0.1,0.17,7.66,27.69,6.49,50.65,5.31,8.28,4209100,10,2.26,2.26,76.3,NA
894,648,1516.1,604.5,2075.3,71,2089,57.3,130.3,93.6,61,6.28,4.51,2.76,2.94,0,2066.3,8.7,,40.1,594.9,,811.2,69.9,,635,604.5,1446.2,1.36,0.07,0.33,2,15.7,59,1257.2,419.7,0.64,1.5,1.39,0.02,2.47,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.03,1516.1,NA
895,72,162.6,66.3,400.5,-2.4,391.6,6.5,23.1,10.5,17.6,5.77,2.62,1.62,4.39,10.31,389.5,9.1,1.9,47.9,18.4,,74.8,14.6,6.9,66.3,2,141.1,1.32,0.55,22.17,14.7,54.6,10.4,73.1,20.1,0.88,1.38,1.13,0.01,0.66,32.13,11.16,46.67,45.87,19.09,4788600,10,1.36,1.36,162.6,9.14
896,19.5,19.5,19.5,,,,,,,,0,0,0,0,0,,,,0.7,18.8,,,,,19.5,18.8,19.5,0,0,0,,,18.9,,,,,0,,0,0,0,,,0,NA,NA,0,0,19.5,NA
897,4101,9310.8,3100.9,5972.6,130.7,4881.8,1221.5,1853.7,1325.2,1434.2,31.04,22.19,20.45,24.01,53.04,5900.9,30.7,2.4,327,2773.9,,4960.7,807.3,441.9,3100.9,2215,8061.6,1.79,1.48,51.52,1597.7,4030.9,90.1,4161.5,3081.6,2.86,3.58,1.6,2.35,230.68,16.68,12.06,18.49,12.34,7.43,31493300,10,38.68,38.68,9310.8,4.68
898,92,616.4,81,1073.7,18.2,1082.1,9.8,49.4,17.7,40.3,4.6,1.65,0.91,3.75,12.63,1071.9,0.4,1.3,54,27,,379.5,116.4,39.5,81,27,460.5,6.08,3.12,59.26,48,239.8,,297.7,54.3,0.39,1.22,4.69,0.02,1.36,11.76,17.25,17.14,12.68,5.81,5400000,10,1.85,1.85,616.4,NA
899,28.9,82.2,25.5,98.5,-6.7,90.5,1.3,9.8,2.6,5.2,9.95,2.64,1.32,5.28,5.23,98.2,0.3,,31.1,-5.6,,18.7,36.4,1.6,25.5,-5.6,44.2,2.08,0.32,9.02,2.3,6.6,,64.7,25.3,1.19,1.63,0.73,0.07,11.84,2.14,2.08,11.74,9.09,2.52,3194000,10,0.41,0.2,82.2,46.68
900,2512.6,15375.2,2138.9,1279.7,-20.3,1734.2,-474.8,85.9,-719.2,10.7,6.71,-56.2,-37.1,0.84,-22.2,1276.3,3.4,,591,1835,,9441.6,1824.2,1683.4,2361.9,-1288.9,11803.5,4.66,3.12,2.94,62.8,6786.2,712.2,4378.7,1213.4,0.7,1.32,4.52,0.21,133.97,1.73,0.32,9.25,5.32,0.86,151040000,2,-2.09,-2.09,15375.2,-4.62
901,161.3,341.7,164.7,276.4,6.8,281,2.2,32.2,7.2,17.4,11.65,2.6,0.8,6.3,1.36,276.4,,,150,-17.1,,128.2,30.6,,164.7,-35.3,292.9,0.96,0.34,8.2,13.5,80.9,,179.4,76.4,1.08,1.74,0.78,0.01,0.88,15.46,2.56,6.09,5.04,9.59,15000000,10,0.94,0.94,341.7,5.88
902,1505,4313.3,1721,6466.8,96,5941.9,620.9,1144,852.8,865.6,17.69,13.19,9.6,13.39,40.2,6390.7,30.3,30.5,234.9,1506.1,,722.5,1716.3,133.5,1721,1651.4,2443.5,0.93,0.27,51.67,889.3,1969.9,159.4,1234.6,-632.4,0.31,0.63,0.42,0.01,1.73,5.97,11.42,32.98,19.45,9.3,234889200,1,2.64,1.18,4313.3,22.56
903,47.8,50,38.8,72.5,-0.3,64.7,7.5,13.6,9.1,11.2,18.76,12.55,10.34,15.45,21.4,71,0.6,0.8,25,13.8,,,10,1.2,38.8,13.8,38.8,0.19,0,64.18,24.9,9.7,,34.6,24.6,3.01,3.44,0,1.97,113.41,9.42,7.76,33.69,14.52,8.27,2500000,10,2.96,2.96,50,NA
904,4.6,8.4,3.4,12.2,0.3,11.8,0.7,2.8,0.8,2.5,22.95,6.56,5.74,20.49,22.95,12.2,,,3,0.4,,3.7,1.3,,3.4,0.4,7.1,1.47,1.09,0,,1.6,,5.4,4.1,1.69,4.15,1.09,0.92,45.15,5.76,8.13,6.6,7.11,1.45,303696,10,2.63,2.63,8.4,NA
905,133.9,425.8,119.5,851.2,-3.2,845.9,2.1,30.2,1.8,13.6,3.55,0.21,0.25,1.6,1.78,848,0.1,2,60.5,59.6,,72.3,203.2,30.2,119.5,59,191.8,2.24,0.29,1.42,1.7,170.5,0.2,220.9,12.9,0.94,1.06,0.61,0.04,3.51,3.22,7.04,77.6,44.69,16.64,6046700,10,0.35,0.35,425.8,70.54
906,55.2,159.5,47.2,512.6,-2.5,502.9,7.2,14.5,10.8,7.9,2.83,2.11,1.4,1.54,16.51,510.1,1.5,0.5,23.8,27.2,,29.8,75.8,2.9,49.1,25.3,78.9,2.16,0.11,75,35.4,18.1,3.2,111.2,12.4,0.65,1.13,0.67,0.13,9.73,10.21,12.32,45.34,35.54,8.07,2191320,10,2.78,1.75,159.5,3.59
907,57.7,215.5,40.2,315.3,17.4,327.1,5.6,30.6,10.1,23.2,9.71,3.2,1.78,7.36,0,314.7,0.3,0.3,58.5,8.6,,123.7,19.4,5.3,67.1,8.6,190.8,3.56,2.81,0.75,0.3,134.8,3.8,41.6,12.7,0.58,1.44,3.75,0.03,0.98,NA,NA,NA,NA,NA,3156400,10,1.81,1.81,215.5,1.66
908,256.4,379.7,253.5,333.8,28.3,358.3,3.8,18,3.6,16.5,5.39,1.08,1.14,4.94,1.51,319.9,12.8,0.6,6,247.5,,49.7,61.5,15,253.5,242.5,303.2,0.4,0.19,0.59,1.5,128.5,121.2,110.4,48,1.01,1.77,0.2,0.56,38.56,6.1,9.21,15.08,14.87,11.12,600000,10,5.5,5.5,379.7,NA
909,223.8,916.7,214.8,1074.5,33.3,1094.5,13.3,144,26.7,61.3,13.4,2.48,1.24,5.7,7.12,1058,3.3,8.3,48.1,123.5,,415.9,248,38,214.8,111.5,630.7,3.08,1.21,47.44,101.9,289.7,1.1,513.3,112.2,0.46,1.21,1.94,0.01,1.2,3.47,6.12,36.35,5.34,5.23,4812700,10,2.56,2.56,916.7,NA
910,3,7.1,2.7,28.1,,27.8,0.3,0.5,0.5,0.3,1.78,1.78,1.07,1.07,11.76,28.1,,,2.5,0.2,,,4.4,,2.7,0.2,2.7,1.56,0,0,,,,7.1,2.7,0.61,1.61,0,0.48,27.77,4.6,17.56,135,135,10.53,250000,10,1.2,1.2,7.1,NA
911,90.8,166.2,88,201.6,-0.5,200.2,0.9,10.6,3.4,3.9,5.26,1.69,0.45,1.93,0,201,0.5,0.1,23.3,56.8,,28.1,48,2.1,88,8.2,116.1,0.86,0.11,0,,17.1,,143.3,76.9,0.97,1.86,0.32,0,0.57,NA,NA,NA,NA,NA,146385,100,6.83,6.83,166.2,NA
912,371.6,1430,535.2,2870.6,-1.3,2609.2,260.1,509.6,402.3,368.9,17.75,14.01,9.06,12.85,58.12,2860.4,4.4,3.8,200.2,335,,452.8,362.7,79.3,535.2,243.3,988,1.35,0.56,66.82,357.6,731.2,79.1,497.7,-23,0.69,0.96,0.85,0.05,4.15,7.82,9.34,707.13,91.6,17.8,20000000,10,12.98,2.6,1430,9.87
913,6.4,6.5,6.4,,,,,,,,0,0,0,0,0,,,,0.5,5.9,,,0.1,,6.4,6.4,6.4,0.02,0,0,,0.6,,,0,0,0,0,0,0,0,0,,,0,50000,10,0,0,6.5,NA
